"keyword","X1960","X1970","X1980","X1990","X2000","X2010"
"around next",0,0,2,1,0,1
"around now",1,6,1,5,13,2
"around oh",1,13,12,3,0,0
"around old",0,0,0,1,1,1
"around one",0,0,1,2,1,1
"around ooh",0,0,1,1,1,0
"around playing",2,1,1,0,0,0
"around pretty",0,1,1,1,8,0
"around real",0,0,0,2,1,1
"around round",0,2,9,4,0,1
"around round round",0,1,4,3,0,0
"around said",0,1,2,6,0,0
"around say",2,1,4,5,16,1
"around see",4,6,2,7,3,1
"around shes",1,1,0,1,1,0
"around smile",1,0,0,1,1,0
"around something",0,1,2,1,0,0
"around still",0,2,1,2,0,0
"around talking",0,1,1,0,1,0
"around tell",1,0,2,2,0,2
"around thats",0,0,0,2,1,1
"around theres",1,3,2,1,1,0
"around think",0,0,7,2,2,1
"around til",0,1,1,0,1,4
"around till",1,1,3,0,0,1
"around time",0,0,4,1,2,2
"around town",0,3,12,6,4,1
"around tryin",0,2,1,1,1,0
"around turn",0,0,9,0,2,2
"around two",0,1,0,1,1,0
"around us",0,5,4,10,1,4
"around waist",1,0,0,1,5,4
"around wait",0,1,1,1,0,1
"around way",0,0,2,18,9,0
"around well",2,1,1,1,0,0
"around will",0,1,0,11,0,1
"around world",0,3,9,27,26,13
"around yeah",1,5,5,2,0,2
"around youre",4,1,17,4,1,3
"aroundand",0,0,2,1,4,1
"aroundi",1,4,1,2,1,0
"aroundim",0,0,0,2,1,1
"aroundoh",0,1,3,1,0,0
"aroundyou",0,1,2,1,0,0
"arrest",0,0,0,2,3,2
"arrested",0,1,0,2,1,1
"arrive",0,2,8,1,11,1
"arrived",2,1,2,4,2,1
"arrow",0,0,4,7,3,3
"arrow heart",0,0,1,3,0,3
"arrows",0,0,1,0,1,1
"art",0,2,1,5,1,7
"artist",1,2,0,0,3,10
"artists",1,1,1,0,1,0
"ash",0,1,0,1,3,2
"ashamed",2,4,5,5,7,7
"ashes",1,1,0,2,4,5
"asian",0,0,1,0,2,1
"aside",3,11,7,10,6,4
"ask",30,51,86,132,131,68
"ask ask",1,0,0,1,1,0
"ask cant",1,1,1,0,0,0
"ask cause",0,1,1,1,5,2
"ask come",0,0,2,1,1,0
"ask dont",1,1,0,1,0,4
"ask give",1,0,0,3,0,1
"ask ill",0,1,1,8,0,1
"ask im",1,0,3,1,6,16
"ask ive",1,0,0,2,3,0
"ask just",0,1,8,5,2,3
"ask know",1,3,1,2,1,0
"ask love",0,1,3,3,1,0
"ask man",0,1,0,1,1,0
"ask much",0,3,2,2,2,0
"ask one",1,0,1,0,1,0
"ask questions",0,3,2,3,14,0
"ask say",0,1,0,1,1,0
"ask us",0,0,0,1,1,1
"ask well",0,1,0,0,1,3
"ask whats",0,0,1,1,0,1
"ask ya",1,0,0,3,2,0
"asked",9,19,13,28,38,11
"asked dance",1,1,1,0,2,0
"asked name",0,2,1,2,0,0
"asked said",0,1,0,1,1,0
"asked theres",0,0,1,1,1,0
"askin",0,3,16,10,22,3
"asking",6,6,17,17,34,10
"asking stay",0,1,1,0,0,1
"asks",1,4,1,3,4,0
"asleep",2,6,5,20,20,19
"asleep cause",0,0,0,8,5,4
"ass",0,1,1,88,378,161
"ass like",0,0,1,5,17,10
"ass nigga",0,0,0,1,4,9
"ass niggas",0,0,0,3,6,2
"assume",0,0,0,1,2,1
"assured",0,2,1,2,0,0
"astray",1,3,2,2,5,2
"atcha",0,0,0,2,2,3
"ate",1,1,1,1,1,3
"atlanta",1,0,2,4,9,2
"atmosphere",2,2,0,2,4,4
"attached",0,1,1,1,5,0
"attack",0,4,3,12,10,21
"attempt",0,0,2,1,0,1
"attend",0,3,0,1,1,0
"attention",1,0,12,11,37,19
"attitude",0,0,9,14,23,4
"attract",0,0,2,13,1,0
"attracted",1,0,1,2,1,1
"attraction",1,4,5,7,4,1
"attractive",0,0,1,0,1,3
"audience",0,1,3,0,2,0
"august",2,1,2,1,2,0
"aunt",0,0,1,2,1,0
"austin",0,0,1,0,5,1
"autograph",0,0,0,2,4,1
"automatic",0,1,21,5,5,2
"autumn",2,2,1,6,0,0
"ave",0,2,0,4,5,1
"avenue",1,1,19,3,1,1
"average",2,1,5,9,7,1
"avoid",0,1,7,0,2,0
"avoiding",1,4,0,0,1,0
"awaits",0,0,1,2,1,4
"awake",1,12,11,13,25,28
"awake im",0,0,5,0,5,11
"awake night",0,1,1,2,0,0
"award",0,0,0,1,1,1
"aware",3,2,10,4,4,1
"away",174,490,595,487,569,265
"away aint",0,1,3,1,13,0
"away another",0,0,5,1,0,1
"away away",2,5,0,2,3,2
"away baby",6,2,9,5,1,0
"away blues",2,1,0,1,0,0
"away boy",0,0,2,11,0,1
"away called",1,1,0,2,0,0
"away can",4,1,5,8,10,5
"away cant",3,0,2,3,8,1
"away cause",2,3,5,3,9,4
"away come",1,31,7,0,5,2
"away couldnt",0,4,0,4,0,4
"away didnt",0,1,2,1,0,0
"away dont",4,8,32,14,18,7
"away dont know",0,2,2,7,12,0
"away dont walk",0,0,0,1,3,1
"away every",0,3,2,2,1,2
"away everything",4,1,0,6,3,0
"away far",0,2,9,5,19,0
"away far away",0,0,4,2,9,0
"away feel",1,5,2,1,3,1
"away feels",0,0,0,1,1,2
"away first",0,0,2,3,1,2
"away fly",3,0,0,0,3,1
"away forever",0,1,0,1,2,0
"away get",0,2,1,0,0,3
"away girl",2,0,3,1,3,0
"away give",0,1,7,0,4,1
"away go",0,0,1,1,1,1
"away gonna",0,12,2,0,1,0
"away got",0,2,0,1,6,1
"away gotta",2,1,4,0,0,0
"away hear",0,0,3,0,1,1
"away heard",1,0,1,1,0,2
"away heard say",1,0,1,1,0,2
"away heart",1,1,0,2,1,1
"away hey",2,4,2,2,1,4
"away hey hey",1,2,0,1,0,0
"away home",3,2,0,1,0,0
"away id",1,0,2,0,1,0
"away ill",1,1,5,11,1,0
"away im",0,3,9,13,17,15
"away im gonna",0,1,0,3,8,1
"away im hot",0,0,1,1,0,1
"away ive",0,1,14,2,6,0
"away just",1,7,10,9,11,0
"away keep",1,3,1,0,2,0
"away key",0,1,10,0,1,0
"away know",2,17,9,1,7,3
"away leave",2,1,1,1,6,0
"away left",0,8,1,3,3,0
"away let",1,0,3,1,1,0
"away lets",0,5,0,6,6,1
"away like",2,6,1,2,15,0
"away long",1,2,7,2,0,0
"away look",2,0,3,1,0,1
"away love",0,34,20,0,30,0
"away make",0,7,4,1,4,2
"away maybe",3,1,2,0,2,0
"away much",0,1,9,0,6,0
"away much love",0,1,1,0,6,0
"away need",2,0,1,2,0,0
"away never",1,1,2,2,8,0
"away night",0,1,6,0,7,0
"away nothing",0,0,3,3,1,1
"away now",1,3,8,7,7,3
"away oh",4,23,12,7,1,3
"away one",0,1,4,7,9,4
"away ooh",0,1,5,0,0,3
"away pain",0,1,2,11,11,4
"away pride",1,2,1,0,0,0
"away say",0,1,2,1,1,1
"away see",2,0,0,2,1,0
"away shes",1,0,1,3,3,0
"away slip",4,5,0,2,0,0
"away smiled",1,1,0,1,0,0
"away something",0,0,3,2,0,2
"away soon",3,1,1,0,0,0
"away stay",0,0,4,1,0,1
"away still",1,1,0,0,1,0
"away take",1,6,14,0,22,0
"away tears",0,0,6,7,8,0
"away tell",0,3,3,1,0,0
"away thats",2,0,3,1,0,1
"away theres",0,0,7,1,1,1
"away things",0,1,5,1,0,1
"away think",0,0,1,5,2,1
"away time",0,6,2,1,5,5
"away walked",0,2,3,0,1,0
"away wanna",1,0,0,1,3,0
"away want",4,0,8,11,1,0
"away well",1,1,2,0,7,1
"away will",2,0,4,6,0,7
"away wish",0,0,1,3,1,0
"away without",3,0,1,1,1,1
"away wont",1,1,6,1,11,1
"away words",0,1,0,0,1,6
"away world",0,1,1,0,0,1
"away worries",1,1,0,0,1,0
"away wouldnt",1,1,0,0,0,1
"away yeah",3,6,2,9,4,3
"away youd",1,2,0,3,0,2
"away youll",0,1,1,7,0,0
"away youre",1,2,5,4,0,1
"away youve",0,1,2,1,0,0
"awayand",5,6,4,5,4,1
"awaybut",0,0,1,2,1,0
"awayi",2,5,10,6,13,2
"awayi know",0,3,1,0,1,0
"awayi want",1,0,1,3,1,0
"awayif",0,1,1,1,4,1
"awayim",0,1,1,0,3,1
"awayit",0,0,1,2,2,0
"awayits",0,2,1,7,1,1
"awayoh",0,4,0,1,15,1
"awayso",0,2,0,1,2,3
"awaythe",0,2,0,1,1,2
"awaywell",0,0,1,3,1,0
"awaywhen",0,1,1,2,1,0
"awaywhy",1,1,1,0,0,0
"awayyou",0,1,4,2,7,1
"awe",0,0,1,0,4,1
"awesome",0,0,2,0,2,1
"awful",4,6,2,1,3,1
"awfully",0,0,2,0,4,1
"awhile",6,7,22,4,37,0
"awkward",0,1,0,0,5,1
"aww",3,4,0,19,3,1
"ay can",0,0,1,1,1,1
"aye",2,22,0,3,90,35
"aye aye",1,16,0,0,67,1
"ayo",0,0,0,5,2,22
"b n",0,0,0,1,1,4
"b thats",0,0,0,1,1,1
"ba ba",9,10,20,0,31,1
"ba ba ba",6,6,15,0,4,0
"ba ba ba ba",3,2,11,0,3,0
"babe",86,92,108,141,162,86
"babe aint",5,2,1,0,1,0
"babe baby",0,5,1,3,2,1
"babe can",0,0,0,1,3,1
"babe cant",3,0,2,2,0,1
"babe cause",2,3,2,4,2,0
"babe come",0,1,1,3,0,0
"babe dont",4,1,9,7,2,12
"babe dont know",4,1,0,2,0,0
"babe dont wanna",0,0,1,1,1,3
"babe get",5,0,3,1,0,0
"babe got",10,0,4,0,0,2
"babe ill",1,0,0,1,5,1
"babe im",1,6,2,6,5,6
"babe just",2,7,3,1,4,0
"babe know",1,2,1,4,0,0
"babe love",0,0,4,2,7,0
"babe now",0,1,0,1,0,1
"babe oh",1,0,0,4,5,2
"babe set",1,1,1,0,0,0
"babe tell",1,0,0,2,1,0
"babe wanna",0,3,0,2,1,0
"babe want",0,1,0,1,3,0
"babe well",3,1,0,0,1,0
"babe wont",0,0,3,5,1,0
"babe yeah",0,0,1,1,1,2
"babe youre",0,3,4,0,1,0
"babei",1,2,0,4,8,2
"babes",0,1,0,1,1,0
"babeyou",3,0,2,3,3,2
"babies",1,4,0,9,10,4
"baby",783,1266,1404,2203,2095,1347
"baby ah",1,1,1,2,8,0
"baby aint",13,1,21,22,7,7
"baby alright",0,0,1,2,7,0
"baby always",0,1,3,11,4,0
"baby around",0,1,0,1,0,3
"baby baby",107,117,49,235,155,123
"baby baby baby",27,28,10,102,83,17
"baby baby baby baby",12,14,2,51,54,1
"baby baby baby dont",0,0,1,8,2,0
"baby baby baby love",5,1,2,1,9,0
"baby baby baby oh",0,2,0,2,1,9
"baby baby cant",9,0,0,1,1,1
"baby baby dont",0,0,3,10,2,0
"baby baby got",3,0,0,3,0,7
"baby baby im",3,8,0,11,5,4
"baby baby lets",0,1,0,1,0,1
"baby baby like",0,0,0,7,6,5
"baby baby love",7,3,4,3,11,0
"baby baby oh",5,2,0,2,1,14
"baby baby ooo",6,8,0,7,0,0
"baby baby ooo baby",5,7,0,7,0,0
"baby baby please",4,2,0,1,0,0
"baby baby take",0,1,0,0,1,3
"baby baby thats",0,1,0,1,1,0
"baby baby want",3,2,0,5,0,0
"baby baby yeah",0,1,0,4,0,9
"baby baby youre",3,0,1,0,0,1
"baby back",2,0,0,3,0,4
"baby believe",1,1,3,2,3,6
"baby belong",0,3,0,0,6,2
"baby belong belong",0,1,0,0,2,2
"baby better",0,0,3,4,2,0
"baby blind",0,1,1,1,0,0
"baby boo",0,0,0,1,4,1
"baby boy",0,0,1,8,74,0
"baby bring",0,1,0,3,10,2
"baby broke",1,2,0,1,0,0
"baby call",0,4,3,0,2,1
"baby came",0,1,1,1,1,0
"baby can",31,20,23,48,49,23
"baby can get",0,4,0,2,2,1
"baby can make",0,0,3,6,3,0
"baby can see",0,0,1,3,3,1
"baby can take",1,0,9,3,4,0
"baby can tell",0,0,3,1,2,0
"baby cant",14,14,17,37,27,15
"baby cant hear",9,0,2,3,0,0
"baby cant live",0,0,0,1,1,3
"baby cant live without",0,0,0,1,1,3
"baby cant see",5,6,3,16,6,0
"baby cause",4,8,12,23,29,8
"baby cause im",0,3,0,1,15,0
"baby check",0,0,0,2,1,1
"baby child",2,0,5,0,1,0
"baby cmon",0,2,4,1,2,0
"baby cold",0,1,1,4,0,0
"baby come",6,19,13,36,41,10
"baby come come",1,0,0,4,2,0
"baby come get",0,0,0,1,4,3
"baby comes",6,0,1,2,0,2
"baby couldnt",0,0,2,1,0,1
"baby cry",0,0,1,1,3,0
"baby daddy",0,2,0,0,2,1
"baby dance",0,8,1,0,1,0
"baby darling",0,1,1,1,0,0
"baby didnt",1,8,2,0,0,0
"baby doll",0,0,4,5,0,1
"baby dont",17,19,76,114,88,52
"baby dont bring",2,0,0,0,3,1
"baby dont care",6,0,0,2,4,3
"baby dont cry",0,1,0,3,2,0
"baby dont go",5,0,5,0,9,0
"baby dont know",2,3,5,26,7,4
"baby dont know im",0,1,1,0,0,3
"baby dont leave",0,4,1,0,1,0
"baby dont let",0,0,5,2,4,0
"baby dont let go",0,0,1,2,3,0
"baby dont like",0,1,3,1,0,0
"baby dont make",0,1,0,1,0,1
"baby dont need",0,0,2,1,0,1
"baby dont say",0,0,1,8,2,0
"baby dont shy",0,0,1,1,4,0
"baby dont stop",0,0,1,1,2,7
"baby dont wanna",0,1,4,5,10,4
"baby dont want",0,0,14,8,1,0
"baby dont worry",0,2,1,0,6,3
"baby dream",0,0,3,2,6,0
"baby even",0,0,1,0,5,8
"baby ever",1,0,5,2,1,0
"baby every",2,1,3,5,3,3
"baby every time",0,0,2,0,2,3
"baby everything",0,0,2,10,0,3
"baby eyes",0,0,2,0,1,2
"baby face",1,4,0,2,0,0
"baby feel",3,5,1,13,2,1
"baby folks",0,1,1,1,0,0
"baby forever",0,0,2,2,1,0
"baby friends",11,0,1,0,0,1
"baby funky",1,0,1,1,0,0
"baby game",2,0,0,6,1,0
"baby get",3,13,10,11,10,18
"baby get get",0,4,3,2,0,0
"baby gimme",1,2,2,0,1,0
"baby girl",0,5,4,46,120,26
"baby girl can",0,0,0,1,1,1
"baby girl youre",0,0,0,6,2,1
"baby give",0,7,7,12,21,10
"baby give just",0,1,1,2,0,0
"baby give one",0,1,0,2,0,8
"baby glad",1,0,0,2,2,0
"baby go",4,0,2,10,15,10
"baby goes",0,0,0,1,3,6
"baby going",0,0,1,3,1,1
"baby gone",0,1,1,0,3,0
"baby gonna",0,8,5,10,3,0
"baby good",8,1,10,3,3,2
"baby goodbye",7,1,0,1,0,0
"baby got",11,5,15,30,28,20
"baby got need",1,0,0,6,8,0
"baby gotta",2,2,3,9,5,2
"baby hair",0,1,2,1,0,0
"baby hang",0,0,2,1,1,0
"baby hear",3,1,0,6,1,0
"baby heart",0,0,2,2,0,2
"baby heaven",0,1,2,2,0,0
"baby help",0,1,1,2,0,0
"baby hey",3,9,1,5,47,6
"baby hey baby",0,2,0,2,22,0
"baby hit",0,0,0,2,5,2
"baby hold",3,9,5,6,0,5
"baby hope",0,2,0,1,1,2
"baby house",1,2,0,0,1,0
"baby id",3,3,0,3,1,0
"baby ill",2,7,15,48,20,35
"baby ill make",0,0,2,0,8,1
"baby im",31,43,40,75,95,56
"baby im beggin",1,0,0,5,8,0
"baby im beggin baby",1,0,0,2,4,0
"baby im gonna",12,4,6,7,1,4
"baby im gonna make",10,0,1,1,0,0
"baby im just",1,4,1,1,1,12
"baby im man",1,0,2,0,0,4
"baby im one",0,1,0,6,11,1
"baby im real",0,1,0,1,4,0
"baby ima",0,0,0,1,4,5
"baby ive",3,3,7,10,5,17
"baby just",21,14,48,59,42,21
"baby just baby",0,0,1,1,1,0
"baby just cant",3,0,2,3,3,0
"baby just come",0,0,1,1,1,0
"baby just dont",2,0,0,2,1,2
"baby just give",0,1,1,1,1,0
"baby just gotta",0,1,0,3,0,2
"baby just let",3,0,0,0,2,2
"baby just like",0,1,0,1,2,3
"baby just little",2,2,0,0,2,0
"baby just one",1,1,0,0,0,1
"baby just remember",0,0,1,3,1,0
"baby just take",0,0,0,1,3,1
"baby just wanna",1,2,0,8,0,0
"baby keep",1,5,5,1,10,1
"baby know",9,20,32,42,56,22
"baby know cant",0,2,2,3,0,0
"baby know dont",0,1,3,0,0,1
"baby know im",1,2,1,1,3,7
"baby know know",0,2,2,2,0,0
"baby know know love",0,2,1,1,0,0
"baby know love",1,2,1,0,1,0
"baby know youre",0,0,2,0,5,1
"baby leave",0,1,0,4,0,1
"baby left",4,0,1,0,1,0
"baby let",12,16,13,38,21,26
"baby let go",0,0,1,4,1,0
"baby let hold",0,1,1,0,0,2
"baby let know",0,0,1,2,3,5
"baby let love",5,1,1,2,1,2
"baby let see",0,0,0,3,1,1
"baby let take",0,2,0,1,0,3
"baby lets",8,15,15,13,31,22
"baby lets get",0,10,1,9,1,3
"baby lets get lets",0,1,0,2,0,3
"baby lets go",0,0,1,0,2,6
"baby life",2,1,0,0,0,3
"baby like",0,0,2,17,17,20
"baby listen",1,0,2,2,2,0
"baby little",0,2,2,5,0,0
"baby live",2,0,1,2,0,0
"baby lonely",3,1,2,1,0,0
"baby long",0,1,1,1,4,5
"baby look",3,5,10,5,4,0
"baby love",31,54,76,42,42,25
"baby love baby",9,4,10,1,12,4
"baby love baby baby",2,2,2,0,7,0
"baby love baby love",3,1,6,0,0,0
"baby love dont",0,2,0,2,0,2
"baby love love",2,18,0,0,4,4
"baby love love love",2,1,0,0,0,1
"baby love way",0,4,9,7,0,4
"baby loves",4,19,1,0,0,0
"baby loving",0,0,1,0,1,3
"baby made",2,8,7,0,0,0
"baby make",0,2,14,14,24,7
"baby makes",1,6,4,7,0,0
"baby mama",1,5,0,0,4,0
"baby matter",1,0,4,1,0,0
"baby may",1,2,2,4,0,0
"baby maybe",0,2,6,2,2,1
"baby mind",1,1,0,1,0,0
"baby mine",3,0,1,5,6,0
"baby miss",0,5,4,3,5,1
"baby move",0,1,4,2,4,0
"baby much",1,3,4,0,0,0
"baby must",4,0,5,1,4,1
"baby need",14,6,0,21,16,2
"baby never",0,5,5,6,9,1
"baby night",0,1,9,12,9,1
"baby night long",0,0,9,3,2,0
"baby nobody",3,0,0,16,4,1
"baby nothin",0,1,3,0,0,14
"baby nothing",0,1,0,2,2,0
"baby now",14,14,8,11,11,28
"baby now can",0,1,1,0,1,0
"baby now know",1,0,0,1,2,1
"baby oh",15,25,23,33,21,37
"baby oh baby",5,2,1,7,2,8
"baby oh oh",1,0,0,4,1,2
"baby oh yeah",0,0,3,3,1,1
"baby okay",0,0,1,1,2,0
"baby one",2,6,1,13,18,3
"baby one time",0,1,1,1,0,0
"baby ooh",5,4,6,7,16,29
"baby ooh baby",4,1,2,5,4,18
"baby ooo",6,11,0,7,0,0
"baby ooo baby",5,7,0,7,0,0
"baby ooo baby baby",5,7,0,7,0,0
"baby oooh",0,3,1,1,0,0
"baby please",12,12,8,16,11,18
"baby please baby",0,4,1,1,0,0
"baby please dont",11,3,1,6,2,13
"baby please dont go",5,1,0,2,0,8
"baby please dont leave",5,0,1,1,1,0
"baby please take",0,1,1,2,0,0
"baby promise",0,1,3,0,8,0
"baby put",0,0,5,2,5,3
"baby ready",0,0,3,5,0,1
"baby real",4,1,0,0,3,3
"baby really",2,4,11,6,1,1
"baby really want",0,0,1,6,1,0
"baby remember",2,5,4,3,3,0
"baby right",1,20,1,4,2,1
"baby rock",0,7,9,0,5,0
"baby roll",6,0,1,0,1,13
"baby run",0,1,1,1,0,1
"baby said",2,3,0,2,3,0
"baby say",6,5,14,3,2,7
"baby see",1,3,5,4,4,2
"baby set",0,3,0,9,1,0
"baby shake",4,14,0,1,3,0
"baby shake shake",0,6,0,1,2,0
"baby shes",0,18,12,16,1,0
"baby show",2,1,2,9,4,4
"baby shut",1,0,0,3,0,2
"baby since",1,1,0,3,0,1
"baby sister",0,1,1,1,0,0
"baby something",1,0,0,3,2,0
"baby sometimes",2,2,0,6,1,0
"baby song",0,0,1,1,0,8
"baby start",0,0,0,2,1,1
"baby stay",0,0,4,1,1,3
"baby still",0,6,1,2,2,0
"baby sure",0,0,1,2,0,1
"baby sweet",8,2,2,4,0,4
"baby sweet baby",3,1,0,0,0,4
"baby take",1,5,8,14,5,12
"baby talk",0,1,3,3,4,0
"baby tell",2,5,16,20,23,11
"baby tell feel",0,0,1,1,2,0
"baby tell whats",0,0,3,4,3,0
"baby thats",5,6,16,20,13,5
"baby thats way",2,1,4,1,1,0
"baby theres",3,1,5,13,7,3
"baby theres nothing",0,0,2,7,1,0
"baby theyre",1,0,0,3,2,0
"baby things",0,1,1,1,0,0
"baby think",2,8,5,8,9,5
"baby though",1,0,1,3,0,0
"baby thought",0,0,0,2,3,1
"baby time",4,4,12,9,0,3
"baby times",0,0,1,1,1,0
"baby told",0,0,1,1,1,0
"baby tonight",0,7,10,8,1,27
"baby took",1,0,1,2,0,0
"baby touch",0,0,2,4,1,0
"baby treat",2,0,0,5,1,0
"baby tried",1,0,0,2,1,0
"baby true",0,0,23,6,1,1
"baby try",2,0,1,1,1,4
"baby turn",0,2,3,10,2,1
"baby two",0,1,0,2,0,2
"baby uh",0,6,1,0,14,2
"baby understand",0,1,2,1,1,0
"baby wait",0,1,2,1,3,0
"baby wanna",0,5,10,24,13,14
"baby want",9,6,13,23,15,9
"baby want get",0,0,1,1,1,0
"baby want want",0,0,3,2,0,2
"baby wanted",0,0,1,1,0,2
"baby way",0,0,1,6,5,0
"baby well",4,5,7,5,5,0
"baby weve",0,1,1,1,0,1
"baby whatever",0,1,0,2,11,0
"baby whats",0,0,4,4,2,1
"baby whole",3,0,1,1,0,1
"baby whyd",1,0,0,1,0,1
"baby will",1,4,17,15,15,2
"baby will never",0,0,2,3,0,2
"baby wish",0,0,6,1,1,0
"baby woman",1,4,1,0,1,0
"baby wont",0,6,7,5,20,9
"baby wont come",0,2,0,0,2,3
"baby wont let",0,0,2,3,1,0
"baby work",0,0,0,7,6,6
"baby world",0,1,3,0,0,1
"baby wrong",0,1,0,0,1,7
"baby ya",0,1,0,2,1,0
"baby yeah",6,13,16,16,14,15
"baby yeah yeah",3,1,5,2,7,1
"baby yeah yeah yeah",0,0,1,1,3,0
"baby yes",0,3,2,4,6,3
"baby youd",0,3,0,2,5,1
"baby youll",1,3,7,6,8,3
"baby youre",4,21,19,26,36,39
"baby youre gonna",1,3,1,0,0,0
"baby youre one",0,1,0,1,4,4
"baby youve",1,4,19,12,0,0
"baby youve got",1,1,18,4,0,0
"babyand",0,0,1,3,3,2
"babybaby",0,2,1,7,13,2
"babyboy",0,0,0,6,2,1
"babybut",0,2,1,0,0,1
"babycause",0,0,1,2,2,2
"babycome",1,1,1,2,1,0
"babydo",0,3,0,3,1,1
"babydont",5,1,2,4,2,0
"babygirl",0,1,0,1,9,0
"babygive",0,1,0,2,1,1
"babyhey",1,3,0,0,1,3
"babyi",5,1,9,26,18,4
"babyi dont",1,0,0,7,1,0
"babyi got",1,0,0,2,2,0
"babyi know",1,0,0,1,1,0
"babyi wanna",0,1,0,4,2,0
"babyi want",0,0,2,1,1,1
"babyif",2,1,2,8,2,0
"babyill",0,1,0,2,1,0
"babyim",0,4,2,2,7,3
"babyim gonna",0,1,1,0,0,1
"babyits",0,3,1,2,0,1
"babyive",0,2,1,0,0,1
"babyjust",0,0,0,3,2,2
"babylet",0,0,1,2,1,0
"babymy",3,1,1,0,3,1
"babyno",0,1,0,0,1,1
"babynow",0,0,1,4,3,2
"babyoh",1,3,2,2,2,0
"babys",2,8,13,25,9,3
"babyso",0,2,0,1,1,2
"babysome",0,1,0,1,2,0
"babytake",0,1,3,1,0,0
"babythe",2,1,1,3,0,5
"babytheres",0,2,0,1,1,0
"babyturn",0,0,2,2,0,1
"babywell",3,0,2,1,0,0
"babywhen",1,4,5,4,4,0
"babyyou",2,1,7,14,10,1
"babyyoure",0,0,1,1,4,2
"bachelor",1,0,0,2,3,0
"back",208,575,394,900,1219,642
"back aint",0,2,4,5,4,7
"back aint got",0,0,0,1,1,4
"back alright",0,1,0,4,0,1
"back alright alright",0,1,0,1,0,1
"back arms",7,1,4,4,1,0
"back around",0,2,1,6,28,9
"back baby",12,10,0,7,17,2
"back back",1,17,5,17,45,16
"back beat",0,0,2,1,0,1
"back best",1,0,0,1,1,0
"back bike",0,0,1,1,0,2
"back brand",0,0,0,1,1,1
"back brand new",0,0,0,1,1,1
"back bring",3,0,0,9,4,10
"back bring back",2,0,0,2,2,8
"back cali",0,0,0,1,1,1
"back can",1,5,2,13,6,1
"back cant",2,1,6,1,1,0
"back car",0,0,0,1,2,6
"back cause",0,1,4,11,10,6
"back cause know",0,0,0,2,3,2
"back club",0,0,0,3,11,3
"back come",0,0,1,10,4,0
"back day",3,0,1,5,1,1
"back days",0,4,1,16,2,3
"back didnt",1,0,0,1,0,1
"back dont",0,5,7,1,14,23
"back door",2,6,1,3,22,2
"back ever",0,1,0,0,1,1
"back every",0,2,0,1,4,6
"back everybody",0,1,0,6,7,0
"back everything",0,0,1,2,1,0
"back fall",0,0,0,1,1,1
"back feel",0,1,1,0,3,0
"back find",2,7,2,0,0,0
"back forth",0,0,1,4,7,4
"back friends",0,1,2,0,1,0
"back front",0,0,0,3,2,3
"back game",0,0,0,1,1,3
"back get",19,2,0,1,8,0
"back girl",1,0,3,1,6,0
"back go",0,0,0,3,16,6
"back goin",0,1,1,0,1,0
"back gonna",0,1,0,0,1,5
"back good",0,1,0,12,1,0
"back got",0,1,3,4,6,6
"back ground",3,0,3,0,1,0
"back hands",1,3,0,3,3,0
"back hands time",1,1,0,3,1,0
"back heart",0,2,0,4,3,0
"back high",1,1,1,0,3,0
"back high school",0,1,1,0,2,0
"back hit",0,0,0,3,11,1
"back home",16,19,6,4,21,6
"back house",1,0,0,0,2,1
"back hurts",4,0,3,1,0,0
"back ill",0,0,0,1,1,2
"back im",10,9,4,14,21,9
"back jack",1,10,0,0,0,2
"back just",0,5,4,9,11,11
"back keep",0,0,3,4,2,3
"back know",2,0,3,1,12,5
"back let",0,4,4,3,18,4
"back lets",2,0,0,0,2,15
"back life",0,2,2,4,5,11
"back light",0,0,0,1,1,1
"back like",1,0,1,3,28,11
"back little",0,2,0,6,1,2
"back living",0,0,2,1,0,1
"back long",0,4,1,0,4,0
"back look",0,0,0,1,2,2
"back lost",0,1,0,0,1,1
"back love",4,21,3,7,13,1
"back lovin",4,0,0,2,1,0
"back made",0,1,0,1,3,0
"back make",0,0,0,3,4,1
"back makes",0,0,1,1,2,0
"back man",0,0,0,1,2,2
"back may",0,2,0,1,0,1
"back mind",1,3,0,9,4,5
"back need",0,4,0,1,1,0
"back never",0,1,1,1,1,1
"back next",0,1,0,1,2,0
"back night",0,2,3,0,0,1
"back now",2,13,13,35,19,5
"back oh",3,3,1,5,2,2
"back old",0,6,0,2,1,0
"back one",2,1,1,1,3,12
"back ooh",0,5,0,0,6,2
"back open",0,0,4,1,1,0
"back place",0,2,0,6,4,2
"back please",1,0,1,0,4,1
"back please dont",1,0,1,0,4,0
"back put",0,1,0,1,1,1
"back relax",0,1,1,4,1,0
"back remember",0,0,2,0,1,1
"back right",1,4,3,3,10,11
"back right back",0,3,0,2,0,8
"back road",0,3,0,0,1,25
"back said",0,3,0,2,10,6
"back say",1,2,0,2,5,1
"back school",0,0,4,1,1,0
"back seat",0,1,5,0,4,2
"back see",1,0,2,12,4,0
"back shes",0,0,0,2,1,1
"back side",0,0,1,1,3,0
"back someday",0,2,0,6,2,0
"back special",0,1,0,1,2,0
"back stay",0,2,1,1,0,0
"back street",0,0,2,1,1,0
"back tears",0,2,2,1,0,0
"back tell",0,0,1,0,3,2
"back thats",2,0,4,1,6,2
"back theyre",2,0,1,1,0,0
"back think",0,1,1,0,0,7
"back though",1,0,0,1,1,0
